Time (msec),A/F Correction #1 (%),A/F Correction #3 (32-bit ECU) (%),A/F Sensor #1 (AFR),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Exhaust VVT Advance Angle Left (degrees),Exhaust VVT Advance Angle Right (degrees),IAM (multiplier),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Learned Ignition Timing (degrees),Manifold Relative Pressure (Corrected) (bar),Mass Airflow (g/s),Throttle Opening Angle (%),Vehicle Speed (kph)
26247,0.00,0.00,14.70,0.43,880,0.00,2.00,0.6875,18.00,2.25,0.00,0.00,0.00,-0.570,6.33,7.06,0
26319,0.00,0.00,14.70,0.43,873,0.00,2.00,0.6875,17.50,2.24,0.00,0.00,0.00,-0.570,6.28,7.06,0
26374,0.00,0.00,14.70,0.44,878,0.00,2.00,0.6875,18.50,2.25,0.00,0.00,0.00,-0.570,6.33,7.06,0
26452,0.00,0.00,14.70,0.44,869,0.00,2.00,0.6875,19.00,2.23,0.00,0.00,0.00,-0.570,6.33,7.06,0
26514,0.00,0.00,14.70,0.44,876,0.00,2.00,0.6875,18.00,2.24,0.00,0.00,0.00,-0.570,6.37,7.06,0
26577,0.00,0.00,14.70,0.45,870,0.00,2.00,0.6875,18.00,2.23,0.00,0.00,0.00,-0.570,6.41,7.06,0
26655,0.00,0.00,14.70,0.44,872,0.00,2.00,0.6875,18.50,2.23,0.00,0.00,0.00,-0.570,6.33,7.06,0
26718,0.00,0.00,14.70,0.43,869,0.00,2.00,0.6875,18.50,2.22,0.00,0.00,0.00,-0.570,6.20,7.06,0
26796,0.00,0.00,14.70,0.42,868,0.00,2.00,0.6875,19.00,2.22,0.00,0.00,0.00,-0.570,6.12,7.06,0
26842,0.00,0.00,14.70,0.43,865,0.00,2.00,0.6875,19.00,2.21,0.00,0.00,0.00,-0.560,6.16,7.06,0
26921,0.00,0.00,14.70,0.43,864,0.00,2.00,0.6875,18.50,2.21,0.00,0.00,0.00,-0.560,6.24,7.06,0
26983,0.00,0.00,14.70,0.43,873,0.00,2.00,0.6875,17.00,2.23,0.00,0.00,0.00,-0.570,6.33,7.06,0
27046,0.00,0.00,14.70,0.43,866,0.00,2.00,0.6875,18.00,2.22,0.00,0.00,0.00,-0.570,6.24,7.06,0
27124,0.00,0.00,14.70,0.43,867,0.00,2.00,0.6875,18.00,2.22,0.00,0.00,0.00,-0.570,6.24,7.06,0
27186,0.00,0.00,14.70,0.43,864,0.00,2.00,0.6875,18.50,2.21,0.00,0.00,0.00,-0.570,6.24,7.06,0
27249,0.00,0.00,14.70,0.43,858,0.00,2.00,0.6875,17.50,2.20,0.00,0.00,0.00,-0.570,6.24,7.06,0
27327,0.00,0.00,14.70,0.43,859,0.00,2.00,0.6875,17.50,2.20,0.00,0.00,0.00,-0.570,6.24,7.06,0
27389,0.00,0.00,14.70,0.44,864,0.00,2.00,0.6875,16.50,2.21,0.00,0.00,0.00,-0.570,6.28,7.06,0
27452,0.00,0.00,14.70,0.44,855,0.00,2.00,0.6875,18.00,2.19,0.00,0.00,0.00,-0.570,6.33,7.06,0
27514,0.00,0.00,14.70,0.44,859,0.00,2.00,0.6875,17.50,2.20,0.00,0.00,0.00,-0.570,6.33,7.06,0
27577,0.00,0.00,14.70,0.44,859,0.00,2.00,0.6875,17.50,2.20,0.00,0.00,0.00,-0.570,6.33,7.06,0
27655,0.00,0.00,14.70,0.44,860,0.00,2.00,0.6875,17.50,2.20,0.00,0.00,0.00,-0.570,6.33,7.06,0
27718,0.00,0.00,14.70,0.44,859,0.00,2.00,0.6875,18.00,2.20,0.00,0.00,0.00,-0.570,6.33,7.06,0
27780,0.00,0.00,14.70,0.43,867,0.00,2.00,0.6875,16.50,2.22,0.00,0.00,0.00,-0.570,6.28,7.06,0
27858,0.00,0.00,14.70,0.43,870,0.00,2.00,0.6875,16.50,2.23,0.00,0.00,0.00,-0.570,6.24,7.06,0
27921,0.00,0.00,14.70,0.43,866,0.00,2.00,0.6875,15.50,2.22,0.00,0.00,0.00,-0.570,6.24,7.06,0
27983,0.00,0.00,14.70,0.44,866,0.00,2.00,0.6875,17.50,2.22,0.00,0.00,0.00,-0.570,6.24,7.06,0
28061,0.00,0.00,14.70,0.44,873,0.00,2.00,0.6875,16.50,2.23,0.00,0.00,0.00,-0.570,6.33,7.06,0
28124,0.00,0.00,14.70,0.44,868,0.00,2.00,0.6875,17.50,2.22,0.00,0.00,0.00,-0.570,6.33,7.06,0
28186,0.00,0.00,14.70,0.44,874,0.00,2.00,0.6875,16.00,2.24,0.00,0.00,0.00,-0.570,6.28,7.06,0
28264,0.00,0.00,14.70,0.44,862,0.00,2.00,0.6875,17.50,2.21,0.00,0.00,0.00,-0.570,6.33,7.06,0
28327,0.00,0.00,14.70,0.44,872,0.00,2.00,0.6875,19.00,2.23,0.00,0.00,0.00,-0.570,6.28,7.06,0
28389,0.00,0.00,14.70,0.43,874,0.00,2.00,0.6875,18.00,2.24,0.00,0.00,0.00,-0.570,6.28,7.06,0
28452,0.00,0.00,14.70,0.43,881,0.00,2.00,0.6875,16.50,2.25,0.00,0.00,0.00,-0.570,6.28,7.06,0
28530,0.00,0.00,14.70,0.44,876,0.00,2.00,0.6875,16.50,2.24,0.00,0.00,0.00,-0.570,6.33,7.06,0
28592,0.00,0.00,14.70,0.44,872,0.00,2.00,0.6875,18.00,2.23,0.00,0.00,0.00,-0.570,6.33,7.06,0
28655,0.00,0.00,14.70,0.43,873,0.00,2.00,0.6875,18.00,2.23,0.00,0.00,0.00,-0.570,6.24,7.06,0
28718,0.00,0.00,14.70,0.43,872,0.00,2.00,0.6875,18.00,2.23,0.00,0.00,0.00,-0.570,6.28,6.67,0
28811,0.00,0.00,14.70,0.43,874,0.00,2.00,0.6875,18.00,2.24,0.00,0.00,0.00,-0.570,6.28,6.67,0
28858,0.00,0.00,14.70,0.43,870,0.00,2.00,0.6875,18.00,2.23,0.00,0.00,0.00,-0.570,6.28,6.67,0
28921,0.00,0.00,14.70,0.43,868,0.00,2.00,0.6875,18.00,2.22,0.00,0.00,0.00,-0.570,6.20,6.67,0
28997,0.00,0.00,14.70,0.43,869,0.00,2.00,0.6875,18.00,2.22,0.00,0.00,0.00,-0.570,6.24,6.67,0
29052,0.00,0.00,14.70,0.42,859,0.00,2.00,0.6875,18.50,2.20,0.00,0.00,0.00,-0.570,6.05,6.67,0
29130,0.00,0.00,14.70,0.42,861,0.00,2.00,0.6875,18.00,2.20,0.00,0.00,0.00,-0.570,6.08,6.67,0
29192,0.00,0.00,14.70,0.41,861,0.00,2.00,0.6875,18.00,2.20,0.00,0.00,0.00,-0.570,6.02,6.67,0
29255,0.00,0.00,14.70,0.41,864,0.00,2.00,0.6875,16.50,2.21,0.00,0.00,0.00,-0.570,5.88,6.67,0
29333,0.00,0.00,14.70,0.43,866,0.00,2.00,0.6875,15.50,2.22,0.00,0.00,0.00,-0.570,6.12,6.67,0
29395,0.00,0.00,14.70,0.43,854,0.00,2.00,0.6875,16.50,2.19,0.00,0.00,0.00,-0.570,6.16,6.67,0
29458,0.00,0.00,14.70,0.42,858,0.00,2.00,0.6875,17.00,2.20,0.00,0.00,0.00,-0.570,6.08,6.67,0
29520,0.00,0.00,14.70,0.42,857,0.00,2.00,0.6875,17.50,2.19,0.00,0.00,0.00,-0.570,6.16,6.67,0
29595,0.00,0.00,14.70,0.41,865,0.00,2.00,0.6875,16.00,2.21,0.00,0.00,0.00,-0.570,5.98,6.67,0
29658,0.00,0.00,14.70,0.42,859,0.00,2.00,0.6875,16.50,2.20,0.00,0.00,0.00,-0.570,6.16,6.67,0
29736,0.00,0.00,14.70,0.43,863,0.00,2.00,0.6875,16.00,2.21,0.00,0.00,0.00,-0.570,6.20,6.67,0
29798,0.00,0.00,14.70,0.43,858,0.00,2.00,0.6875,16.00,2.20,0.00,0.00,0.00,-0.570,6.16,6.67,0
29861,0.00,0.00,14.70,0.44,858,0.00,2.00,0.6875,16.50,2.20,0.00,0.00,0.00,-0.570,6.24,6.67,0
29923,0.00,0.00,14.70,0.44,854,0.00,2.00,0.6875,17.50,2.19,0.00,0.00,0.00,-0.570,6.28,6.67,0
30001,0.00,0.00,14.70,0.44,870,0.00,2.00,0.6875,16.00,2.23,0.00,0.00,0.00,-0.570,6.24,6.67,0
30064,0.00,0.00,14.70,0.43,864,0.00,2.00,0.6875,17.00,2.21,0.00,0.00,0.00,-0.570,6.16,6.67,0
30126,0.00,0.00,14.70,0.44,865,0.00,2.00,0.6875,16.50,2.22,0.00,0.00,0.00,-0.570,6.24,6.67,0
30194,0.00,0.00,14.70,0.44,857,0.00,2.00,0.6875,18.50,2.19,0.00,0.00,0.00,-0.570,6.24,6.67,0
30272,0.00,0.00,14.70,0.43,862,0.00,2.00,0.6875,18.50,2.21,0.00,0.00,0.00,-0.570,6.12,6.67,0
30334,0.00,0.00,14.70,0.43,864,0.00,2.00,0.6875,18.00,2.21,0.00,0.00,0.00,-0.570,6.12,6.67,0
30397,0.00,0.00,14.70,0.43,864,0.00,2.00,0.6875,18.50,2.21,0.00,0.00,0.00,-0.570,6.17,6.67,0
30459,0.00,0.00,14.70,0.43,868,0.00,2.00,0.6875,18.00,2.22,0.00,0.00,0.00,-0.570,6.20,6.67,0
30537,0.00,0.00,14.70,0.43,870,0.00,2.00,0.6875,17.50,2.23,0.00,0.00,0.00,-0.570,6.20,6.67,0
30600,0.00,0.00,14.70,0.43,860,0.00,2.00,0.6875,17.00,2.20,0.00,0.00,0.00,-0.570,6.16,6.67,0
30668,0.00,0.00,14.70,0.43,868,0.00,2.00,0.6875,17.50,2.22,0.00,0.00,0.00,-0.570,6.20,6.67,0
30731,0.00,0.00,14.70,0.43,855,0.00,2.00,0.6875,17.50,2.19,0.00,0.00,0.00,-0.570,6.16,6.67,0
30809,0.00,0.00,14.70,0.43,849,0.00,2.00,0.6875,18.50,2.17,0.00,0.00,0.00,-0.570,6.20,6.67,0
30861,0.00,0.00,14.70,0.44,847,0.00,2.00,0.6875,19.00,2.17,0.00,0.00,0.00,-0.570,6.24,6.67,0
30939,0.00,0.00,14.70,0.43,842,0.00,2.00,0.6875,19.50,2.16,0.00,0.00,0.00,-0.570,6.20,6.67,0
31001,0.00,0.00,14.70,0.44,850,0.00,2.00,0.6875,17.50,2.18,0.00,0.00,0.00,-0.570,6.16,6.67,0
31079,0.00,0.00,14.70,0.43,843,0.00,2.00,0.6875,18.50,2.16,0.00,0.00,0.00,-0.570,6.16,6.67,0
31142,0.00,0.00,14.70,0.44,843,0.00,2.00,0.6875,18.50,2.16,0.00,0.00,0.00,-0.570,6.16,6.67,0
31204,0.00,0.00,14.70,0.42,843,0.00,2.00,0.6875,19.00,2.16,0.00,0.00,0.00,-0.570,6.08,6.67,0
31267,0.00,0.00,14.70,0.43,855,0.00,2.00,0.6875,16.50,2.19,0.00,0.00,0.00,-0.570,6.08,6.67,0
31348,0.00,0.00,14.70,0.42,856,0.00,2.00,0.6875,16.50,2.19,0.00,0.00,0.00,-0.570,6.05,6.67,0
31407,0.00,0.00,14.70,0.43,861,0.00,2.00,0.6875,15.50,2.20,0.00,0.00,0.00,-0.570,6.12,6.67,0
31469,0.00,0.00,14.70,0.42,859,0.00,2.00,0.6875,16.00,2.20,0.00,0.00,0.00,-0.570,6.08,6.67,0
31532,0.00,0.00,14.70,0.43,869,0.00,2.00,0.6875,15.50,2.22,0.00,0.00,0.00,-0.570,6.16,6.67,0
31611,0.00,0.00,14.70,0.43,866,0.00,2.00,0.6875,16.00,2.22,0.00,0.00,0.00,-0.570,6.16,6.67,0
31678,0.00,0.00,14.70,0.42,870,0.00,2.00,0.6875,15.50,2.23,0.00,0.00,0.00,-0.570,6.08,6.67,0
31741,0.00,0.00,14.70,0.42,862,0.00,2.00,0.6875,16.50,2.21,0.00,0.00,0.00,-0.570,6.08,6.67,0
31803,0.00,0.00,14.70,0.43,863,0.00,2.00,0.6875,17.50,2.21,0.00,0.00,0.00,-0.570,6.08,6.67,0
31866,0.00,0.00,14.70,0.43,865,0.00,2.00,0.6875,17.50,2.21,0.00,0.00,0.00,-0.570,6.08,6.67,0
31944,0.00,0.00,14.70,0.43,865,0.00,2.00,0.6875,17.00,2.21,0.00,0.00,0.00,-0.570,6.08,6.67,0
32006,0.00,0.00,14.70,0.43,860,0.00,2.00,0.6875,17.50,2.20,0.00,0.00,0.00,-0.570,6.16,6.67,0
32077,0.00,0.00,14.70,0.43,862,0.00,2.00,0.6875,18.00,2.21,0.00,0.00,0.00,-0.570,6.08,6.67,0
32140,0.00,0.00,14.70,0.42,863,0.00,2.00,0.6875,17.00,2.21,0.00,0.00,0.00,-0.570,6.08,6.67,0
32202,0.00,0.00,14.70,0.43,855,0.00,2.00,0.6875,18.50,2.19,0.00,0.00,0.00,-0.570,6.16,6.67,0
32280,0.00,0.00,14.70,0.43,855,0.00,2.00,0.6875,18.50,2.19,0.00,0.00,0.00,-0.570,6.16,6.67,0
32343,0.00,0.00,14.70,0.43,848,0.00,2.00,0.6875,18.50,2.17,0.00,0.00,0.00,-0.570,6.16,6.67,0
32415,0.00,0.00,14.70,0.43,850,0.00,2.00,0.6875,18.00,2.18,0.00,0.00,0.00,-0.570,6.08,6.67,0
32470,0.00,0.00,14.70,0.43,848,0.00,2.00,0.6875,18.50,2.17,0.00,0.00,0.00,-0.570,6.08,6.67,0
32548,0.00,0.00,14.70,0.43,852,0.00,2.00,0.6875,17.00,2.18,0.00,0.00,0.00,-0.570,6.08,6.67,0
32610,0.00,0.00,14.70,0.43,846,0.00,2.00,0.6875,17.00,2.17,0.00,0.00,0.00,-0.570,6.08,6.67,0
32673,0.00,0.00,14.70,0.43,849,0.00,2.00,0.6875,16.50,2.17,0.00,0.00,0.00,-0.570,6.08,6.67,0
32751,0.00,0.00,14.70,0.42,851,0.00,2.00,0.6875,16.50,2.18,0.00,0.00,0.00,-0.570,6.08,6.67,0
32813,0.00,0.00,14.70,0.42,853,0.00,2.00,0.6875,16.00,2.18,0.00,0.00,0.00,-0.570,6.08,6.67,0
32876,0.00,0.00,14.70,0.43,853,0.00,2.00,0.6875,16.00,2.18,0.00,0.00,0.00,-0.570,6.08,6.67,0
32938,0.00,0.00,14.70,0.43,859,0.00,2.00,0.6875,15.50,2.20,0.00,0.00,0.00,-0.570,6.12,6.67,0
33017,0.00,0.00,14.70,0.43,844,0.00,2.00,0.6875,17.00,2.16,0.00,0.00,0.00,-0.570,6.05,6.67,0
33079,0.00,0.00,14.70,0.43,853,0.00,2.00,0.6875,17.50,2.18,0.00,0.00,0.00,-0.570,6.05,6.67,0
33142,0.00,0.00,14.70,0.43,852,0.00,2.00,0.6875,17.50,2.18,0.00,0.00,0.00,-0.570,6.08,6.67,0
33220,0.00,0.00,14.70,0.43,857,0.00,2.00,0.6875,17.00,2.19,0.00,0.00,0.00,-0.570,6.08,6.67,0
33282,0.00,0.00,14.70,0.43,856,0.00,2.00,0.6875,17.50,2.19,0.00,0.00,0.00,-0.570,6.02,6.67,0
33345,0.00,0.00,14.70,0.43,858,0.00,2.00,0.6875,18.50,2.20,0.00,0.00,0.00,-0.570,6.05,6.67,0
33407,0.00,0.00,14.70,0.44,847,0.00,2.00,0.6875,18.50,2.17,0.00,0.00,0.00,-0.570,6.08,6.67,0
33485,0.00,0.00,14.70,0.43,851,0.00,2.00,0.6875,19.50,2.18,0.00,0.00,0.00,-0.570,6.05,6.67,0
33548,0.00,0.00,14.70,0.44,850,0.00,2.00,0.6875,19.50,2.18,0.00,0.00,0.00,-0.570,6.17,6.67,0
33610,0.00,0.00,14.70,0.43,849,0.00,2.00,0.6875,19.00,2.17,0.00,0.00,0.00,-0.570,6.02,6.67,0
33688,0.00,0.00,14.70,0.42,841,0.00,2.00,0.6875,19.00,2.15,0.00,0.00,0.00,-0.570,6.02,6.67,0
33751,0.00,0.00,14.70,0.42,852,0.00,2.00,0.6875,17.50,2.18,0.00,0.00,0.00,-0.570,6.08,6.67,0
33813,0.00,0.00,14.70,0.43,846,0.00,2.00,0.6875,18.50,2.17,0.00,0.00,0.00,-0.570,6.08,6.67,0
33876,0.00,0.00,14.70,0.43,848,0.00,2.00,0.6875,17.50,2.17,0.00,0.00,0.00,-0.570,6.08,6.67,0
33954,0.00,0.00,14.70,0.42,852,0.00,1.00,0.6875,16.50,2.18,0.00,0.00,0.00,-0.570,6.02,6.67,0
34017,0.00,0.00,14.70,0.42,852,0.00,0.00,0.6875,16.50,2.18,0.00,0.00,0.00,-0.570,6.08,6.67,0
34079,0.00,0.00,14.70,0.43,853,0.00,0.00,0.6875,15.50,2.18,0.00,0.00,0.00,-0.570,6.12,6.67,0
34142,0.00,0.00,14.70,0.42,846,0.00,0.00,0.6875,17.50,2.16,0.00,0.00,0.00,-0.570,6.05,6.67,0
34220,0.00,0.00,14.70,0.43,840,0.00,0.00,0.6875,16.50,2.15,0.00,0.00,0.00,-0.570,6.05,6.67,0
34282,0.00,0.00,14.70,0.43,846,0.00,0.00,0.6875,18.00,2.17,0.00,0.00,0.00,-0.570,6.08,6.67,0
34360,0.00,0.00,14.70,0.43,847,0.00,0.00,0.6875,16.50,2.17,0.00,0.00,0.00,-0.570,6.02,6.67,0
34423,0.00,0.00,14.70,0.42,858,0.00,0.00,0.6875,16.50,2.20,0.00,0.00,0.00,-0.570,5.98,6.67,0
34485,0.00,0.00,14.70,0.40,861,0.00,0.00,0.6875,16.00,2.20,0.00,0.00,0.00,-0.570,5.75,6.67,0
34548,0.00,0.00,14.70,0.42,859,0.00,0.00,0.6875,16.00,2.20,0.00,0.00,0.00,-0.570,5.81,6.67,0
34626,0.00,0.00,14.70,0.42,856,0.00,0.00,0.6875,18.00,2.19,0.00,0.00,0.00,-0.570,5.95,6.67,0
34688,0.00,0.00,14.70,0.43,858,0.00,0.00,0.6875,18.00,2.20,0.00,0.00,0.00,-0.570,6.02,6.67,0
34751,0.00,0.00,14.70,0.43,853,0.00,0.00,0.6875,18.00,2.18,0.00,0.00,0.00,-0.570,6.08,6.67,0
34813,0.00,0.00,14.70,0.44,854,0.00,0.00,0.6875,18.00,2.19,0.00,0.00,0.00,-0.570,6.16,6.67,0
34892,0.00,0.00,14.70,0.42,864,0.00,0.00,0.6875,17.50,2.21,0.00,0.00,0.00,-0.570,6.08,6.67,0
34954,0.00,0.00,14.70,0.42,861,0.00,0.00,0.6875,16.50,2.20,0.00,0.00,0.00,-0.570,6.08,6.67,0
35024,0.00,0.00,14.70,0.42,859,0.00,0.00,0.6875,17.00,2.20,0.00,0.00,0.00,-0.570,6.02,6.67,0
35086,0.00,0.00,14.70,0.43,851,0.00,0.00,0.6875,18.00,2.18,0.00,0.00,0.00,-0.570,6.05,6.67,0
35149,0.00,0.00,14.70,0.43,844,0.00,0.00,0.6875,18.50,2.16,0.00,0.00,0.00,-0.570,6.08,6.67,0
35227,0.00,0.00,14.70,0.43,844,0.00,0.00,0.6875,18.50,2.16,0.00,0.00,0.00,-0.570,6.08,6.67,0
35289,0.00,0.00,14.70,0.42,844,0.00,0.00,0.6875,17.00,2.16,0.00,0.00,0.00,-0.570,6.08,6.67,0
35352,0.00,0.00,14.70,0.43,840,0.00,0.00,0.6875,17.00,2.15,0.00,0.00,0.00,-0.570,6.02,6.67,0
35414,0.00,0.00,14.70,0.43,838,0.00,0.00,0.6875,17.50,2.15,0.00,0.00,0.00,-0.570,6.02,6.67,0
35493,0.00,0.00,14.70,0.43,842,0.00,0.00,0.6875,17.50,2.16,0.00,0.00,0.00,-0.570,6.02,6.67,0
35555,0.00,0.00,14.70,0.42,843,0.00,0.00,0.6875,17.50,2.16,0.00,0.00,0.00,-0.570,5.95,6.67,0
35618,0.00,0.00,14.70,0.43,850,0.00,0.00,0.6875,16.00,2.17,0.00,0.00,0.00,-0.570,6.02,6.67,0
35696,0.00,0.00,14.70,0.43,845,0.00,0.00,0.6875,17.00,2.16,0.00,0.00,0.00,-0.570,6.08,6.67,0
35758,0.00,0.00,14.70,0.43,860,0.00,0.00,0.6875,16.00,2.20,0.00,0.00,0.00,-0.570,6.05,6.67,0
35821,0.00,0.00,14.70,0.42,857,0.00,0.00,0.6875,16.00,2.19,0.00,0.00,0.00,-0.570,6.02,6.67,0
35899,0.00,0.00,14.70,0.43,862,0.00,0.00,0.6875,15.50,2.21,0.00,0.00,0.00,-0.570,5.98,6.67,0
35961,0.00,0.00,14.70,0.43,855,0.00,0.00,0.6875,16.50,2.19,0.00,0.00,0.00,-0.570,6.02,6.67,0
36024,0.00,0.00,14.70,0.43,849,0.00,0.00,0.6875,18.50,2.17,0.00,0.00,0.00,-0.570,6.02,6.67,0
36086,0.00,0.00,14.70,0.43,852,0.00,0.00,0.6875,18.50,2.18,0.00,0.00,0.00,-0.570,6.05,6.67,0
36164,0.00,0.00,14.70,0.43,852,0.00,0.00,0.6875,18.50,2.18,0.00,0.00,0.00,-0.570,6.02,6.67,0
36227,0.00,0.00,14.70,0.43,849,0.00,0.00,0.6875,17.50,2.17,0.00,0.00,0.00,-0.570,6.05,6.67,0
36289,0.00,0.00,14.70,0.42,852,0.00,0.00,0.6875,18.50,2.18,0.00,0.00,0.00,-0.570,5.98,6.67,0
36363,0.00,0.00,14.70,0.42,840,0.00,0.00,0.6875,18.50,2.15,0.00,0.00,0.00,-0.570,5.91,6.67,0
36422,0.00,0.00,14.70,0.42,839,0.00,0.00,0.6875,18.50,2.15,0.00,0.00,0.00,-0.570,5.95,6.67,0
36500,0.00,0.00,14.70,0.42,845,0.00,0.00,0.6875,18.00,2.16,0.00,0.00,0.00,-0.570,6.02,6.67,0
36563,0.00,0.00,14.70,0.42,852,0.00,0.00,0.6875,16.00,2.18,0.00,0.00,0.00,-0.570,6.08,6.67,0
36625,0.00,0.00,14.70,0.42,853,0.00,0.00,0.6875,15.50,2.18,0.00,0.00,0.00,-0.570,6.02,6.67,0
36688,0.00,0.00,14.70,0.42,846,0.00,0.00,0.6875,16.00,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
36766,0.00,0.00,14.70,0.42,839,0.00,0.00,0.6875,16.50,2.15,0.00,0.00,0.00,-0.570,5.95,6.67,0
36829,0.00,0.00,14.70,0.43,841,0.00,0.00,0.6875,17.50,2.15,0.00,0.00,0.00,-0.570,6.02,6.67,0
36891,0.00,0.00,14.70,0.43,837,0.00,0.00,0.6875,17.50,2.14,0.00,0.00,0.00,-0.570,5.98,6.67,0
36969,0.00,0.00,14.70,0.42,846,0.00,0.00,0.6875,17.50,2.17,0.00,0.00,0.00,-0.570,5.98,6.67,0
37032,0.00,0.00,14.70,0.42,859,0.00,0.00,0.6875,15.50,2.20,0.00,0.00,0.00,-0.570,5.95,6.67,0
37094,0.00,0.00,14.70,0.43,850,0.00,0.00,0.6875,17.00,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
37172,0.00,0.00,14.70,0.42,852,0.00,0.00,0.6875,19.00,2.18,0.00,0.00,0.00,-0.570,5.91,6.67,0
37235,0.00,0.00,14.70,0.43,845,0.00,0.00,0.6875,18.50,2.16,0.00,0.00,0.00,-0.570,5.91,6.67,0
37297,0.00,0.00,14.70,0.42,853,0.00,0.00,0.6875,18.50,2.18,0.00,0.00,0.00,-0.570,5.98,6.67,0
37360,0.00,0.00,14.70,0.42,857,0.00,0.00,0.6875,17.50,2.19,0.00,0.00,0.00,-0.570,5.95,6.67,0
37438,0.00,0.00,14.70,0.42,854,0.00,0.00,0.6875,17.00,2.19,0.00,0.00,0.00,-0.570,5.98,6.67,0
37500,0.00,0.00,14.70,0.42,852,0.00,0.00,0.6875,17.50,2.18,0.00,0.00,0.00,-0.570,6.02,6.67,0
37563,0.00,0.00,14.70,0.42,856,0.00,0.00,0.6875,17.50,2.19,0.00,0.00,0.00,-0.570,6.02,6.67,0
37625,0.00,0.00,14.70,0.43,846,0.00,0.00,0.6875,17.50,2.17,0.00,0.00,0.00,-0.570,6.05,6.67,0
37704,0.00,0.00,14.70,0.43,844,0.00,0.00,0.6875,17.50,2.16,0.00,0.00,0.00,-0.570,6.08,6.67,0
37766,0.00,0.00,14.70,0.42,844,0.00,0.00,0.6875,17.50,2.16,0.00,0.00,0.00,-0.570,5.91,6.67,0
37829,0.00,0.00,14.70,0.42,848,0.00,0.00,0.6875,16.00,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
37907,0.00,0.00,14.70,0.42,848,0.00,0.00,0.6875,16.00,2.17,0.00,0.00,0.00,-0.570,6.02,6.67,0
37969,0.00,0.00,14.70,0.43,840,0.00,0.00,0.6875,16.00,2.15,0.00,0.00,0.00,-0.570,6.05,6.67,0
38032,0.00,0.00,14.70,0.43,842,0.00,0.00,0.6875,16.50,2.15,0.00,0.00,0.00,-0.570,6.05,6.67,0
38094,0.00,0.00,14.70,0.44,828,0.00,0.00,0.6875,18.50,2.12,0.00,0.00,0.00,-0.570,6.02,6.67,0
38172,0.00,0.00,14.70,0.43,834,0.00,0.00,0.6875,18.50,2.14,0.00,0.00,0.00,-0.570,5.95,6.67,0
38235,0.00,0.00,14.70,0.43,848,0.00,0.00,0.6875,17.00,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
38297,0.00,0.00,14.70,0.42,850,0.00,0.00,0.6875,16.50,2.18,0.00,0.00,0.00,-0.570,5.95,6.67,0
38375,0.00,0.00,14.70,0.43,846,0.00,0.00,0.6875,17.50,2.17,0.00,0.00,0.00,-0.570,6.02,6.67,0
38438,0.00,0.00,14.70,0.43,856,0.00,0.00,0.6875,18.00,2.19,0.00,0.00,0.00,-0.570,6.08,6.67,0
38500,0.00,0.00,14.70,0.43,856,0.00,0.00,0.6875,17.00,2.19,0.00,0.00,0.00,-0.570,6.02,6.67,0
38563,0.00,0.00,14.70,0.41,854,0.00,0.00,0.6875,17.00,2.19,0.00,0.00,0.00,-0.570,5.81,6.67,0
38641,0.00,0.00,14.70,0.42,852,0.00,0.00,0.6875,16.50,2.18,0.00,0.00,0.00,-0.570,5.88,6.67,0
38704,0.00,0.00,14.70,0.42,850,0.00,0.00,0.6875,18.00,2.18,0.00,0.00,0.00,-0.570,5.95,6.67,0
38766,0.00,0.00,14.70,0.42,852,0.00,0.00,0.6875,18.00,2.18,0.00,0.00,0.00,-0.570,6.02,6.67,0
38844,0.00,0.00,14.70,0.42,839,0.00,0.00,0.6875,18.00,2.15,0.00,0.00,0.00,-0.570,5.98,6.67,0
38907,0.00,0.00,14.70,0.42,839,0.00,0.00,0.6875,18.00,2.15,0.00,0.00,0.00,-0.570,5.95,6.67,0
38969,0.00,0.00,14.70,0.42,838,0.00,0.00,0.6875,18.00,2.15,0.00,0.00,0.00,-0.570,5.91,6.67,0
39047,0.00,0.00,14.70,0.42,835,0.00,0.00,0.6875,17.00,2.14,0.00,0.00,0.00,-0.570,5.95,6.67,0
39110,0.00,0.00,14.70,0.46,826,0.00,0.00,0.6875,18.00,2.12,0.00,0.00,0.00,-0.570,5.95,6.67,0
39172,0.00,0.00,14.70,0.42,835,0.00,0.00,0.6875,18.00,2.14,0.00,0.00,0.00,-0.570,5.95,6.67,0
39235,0.00,0.00,14.70,0.42,836,0.00,0.00,0.6875,18.00,2.14,0.00,0.00,0.00,-0.570,5.85,6.67,0
39313,0.00,0.00,14.70,0.42,840,0.00,0.00,0.6875,17.00,2.15,0.00,0.00,0.00,-0.570,5.85,6.67,0
39375,0.00,0.00,14.70,0.42,845,0.00,0.00,0.6875,17.00,2.16,0.00,0.00,0.00,-0.570,5.88,6.67,0
39438,0.00,0.00,14.70,0.41,848,0.00,0.00,0.6875,16.50,2.17,0.00,0.00,0.00,-0.570,5.81,6.67,0
